Rank;DokumentType;Titel;Ressort;AdministrerendeMyndighed;JournalNummer;Nummer;År;DokumentId;ACCN;Publiceringsmedie;UndtagetFraOffentliggørelse;GeografiskDækning;UnderskriftDato;PubliceretTidspunkt;SidstPubliceretTidspunkt;BekendtgørelsesDato;HistoriskDato;Historisk;RedaktionelNote;OmtryksNote;AlternativeMedierNote;AnfoerINote;HjemmelVedroerer;SenereAendringer;ÆndrerI;Tiltræder;EliUrl
A;Lovforslag som vedtaget;Forslag til Lov om ændring af konkursloven, lov om Lønmodtagernes Garantifond og lov om lønmodtageres retsstilling ved virksomhedsoverdragelse (Værneting ved gældssanering og ændringer i rekonstruktionsreglerne som følge af covid-19);Folketinget;;Justitsmin., j.nr. 2020-10-0564;65;2020;AX026083;202013L00065;Retsinformation;;Fremgår af forskriften;20210323;20210324;20210324;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202013L00065
A;Lovforslag som fremsat;Forslag til Lov om ændring af konkursloven, lov om Lønmodtagernes Garantifond og lov om lønmodtageres retsstilling ved virksomhedsoverdragelse (Værneting ved gældssanering og ændringer i rekonstruktionsreglerne som følge af covid-19);Justitsministeriet;;Justitsmin., j.nr. 2020-10-0564;65;2020;AA012057;202012L00065;Retsinformation;;Fremgår af forskriften;20201021;20201022;20201022;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00065
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (8. oktober 2020) - L 62;Sundheds- og Ældreministeriet;;Sundheds- og Ældremin.,  j.nr. 1903537;L 62;2020;CN001387;20201XX00090;Retsinformation;;Fremgår af forskriften;20201008;20201009;20201009;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX00090
A;Lovforslag som fremsat;Forslag til Lov om videnskabsetisk behandling af kliniske afprøvninger af medicinsk udstyr m.v.;Sundheds- og Ældreministeriet;;Sundheds- og Ældremin., j.nr. 1903537;62;2020;CN001386;202012L00062;Retsinformation;;Fremgår af forskriften;20201008;20201009;20201009;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00062
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af sundhedsloven, lov om klage- og erstatningsadgang inden for sundhedsvæsenet, lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed og lov om virksomhedsansvarlige læger og tandlæger (Oprettelse af Ankenævnet for Tilsynsafgørelser og Det Rådgivende Udvalg for Tilsyn, lovfæstelse af Fagligt Forum for Patientsikkerhed, øget beskyttelse af personer ved rapportering af utilsigtede hændelser, krav om instrukser, sprogkrav til sundhedspersoner, forenkling af reglerne om virksomhedsansvarlige læger og tandlæger, dispensation fra fristen for indgivelse af ansøgning om autorisation som kontaktlinseoptiker m.v.);Folketinget;;;60;2020;AX025229;202014L00288;Retsinformation;;Fremgår af forskriften;20201124;20201128;20201128;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202014L00288
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (8. oktober 2020) - L 59;Sundheds- og Ældreministeriet;;Sundheds- og Ældremin., j.nr.2001812;L 59;2020;CN001391;20201XX00092;Retsinformation;;Fremgår af forskriften;20201008;20201009;20201009;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX00092
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om ligestilling af kvinder og mænd (Digital post til begge forældre om fælles barn);Miljø- og Fødevareministeriet;;Miljø- og Fødevaremin., j.nr. 2020-6735;57;2020;CK002602;202012L00057;Retsinformation;;Fremgår af forskriften;20201008;20201009;20201009;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00057
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om ændring af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v. og lov om institutioner for erhvervsrettet uddannelse (Udskydelse af solnedgangsklausul);Folketinget;;;52;2020;AX025131;202014L00214;Retsinformation;;Fremgår af forskriften;20201112;20201114;20201114;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202014L00214
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om folkeskolen (Mulighederne for andet udtræk af prøvefag og etablering af fælles ledelse i forbindelse med skolesammenlægning m.v.);Børne- og Undervisningsministeriet;;Børne- og Undervisningsmin., j.nr. 20/05678;51;2020;DA000346;202012L00051;Retsinformation;;Fremgår af forskriften;20201008;20201009;20201009;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00051
A;Tillægsbetænkning over lovforslag;Tillægsbetænkning over Forslag til lov om ændring af lov om Arbejdsgivernes Uddannelsesbidrag (Modelparametre for erhvervsuddannelser til brug for beregning af praktikpladsafhængigt arbejdsgiverbidrag for 2021, fastholdelse af merbidragssats og justering af aktivitetsafhængigt VEU-bidrag for 2021);Folketinget;;;48;2020;AX025578;202015L00527;Retsinformation;;Fremgår af forskriften;20201221;20201222;20201222;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202015L00527
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om Arbejdsgivernes Uddannelsesbidrag (Modelparametre for erhvervsuddannelser til brug for beregning af praktikpladsafhængigt arbejdsgiverbidrag for 2021, fastholdelse af merbidragssats og justering af aktivitetsafhængigt VEU-bidrag for 2021);Folketinget;;;48;2020;AX025130;202014L00212;Retsinformation;;Fremgår af forskriften;20201112;20201114;20201114;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202014L00212
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om Digital Post fra offentlige afsendere (Hjemtagelse til Digitaliseringsstyrelsen af dataansvar, strategisk ejerskab og beslutningskompetence for Digital Post, etablering af visningsklienter og flytning af borgeres og virksomheders post);Finansministeriet;;Finansmin.,\nDigitaliseringsstyrelsen, j.nr. 2018 - 3995;47;2020;AE002805;202012L00047;Retsinformation;;Fremgår af forskriften;20201008;20201009;20201009;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00047
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (8. oktober 2020) - L 46;Udlændinge- og Integrationsministeriet;;Udlændinge- og Integrationsmin., j.nr. 2019-17212;L 46;2020;CS000855;20201XX00116;Retsinformation;;Fremgår af forskriften;20201008;20201009;20201009;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX00116
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om CO2-kvoter (Tilpasning af regler som følge af ændringer i kvotedirektiv 2003/87/EF og tilhørende EU-retsakter forud for 4. kvotehandelsperiode, herunder justering af klageregler m.v.);Klima-, Energi- og Forsyningsministeriet;;Klima-, Energi- og Forsyningsmin.,\nEnergistyrelsen, j.nr. 2019-88755;43;2020;DB000181;202012L00043;Retsinformation;;Fremgår af forskriften;20201008;20201009;20201009;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00043
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (7. oktober 2020) - L 41;Transport- og Boligministeriet;;Transport- og Boligmin., jr.nr. 2020-4701;L 41;2020;CZ000343;20201XX00072;Retsinformation;;Fremgår af forskriften;20201007;20201008;20201008;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX00072
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om luftfart (Fastlæggelse af safety-afgiften og regulering af erstatningsansvarsgrænser);Transport- og Boligministeriet;;Transport- og Boligmin., jr.nr. 2020-4701;41;2020;CZ000342;202012L00041;Retsinformation;;Fremgår af forskriften;20201007;20201008;20201008;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00041
A;Ændringsforslag til 2. behandling (B);Ændringsforslag til 2. (sidste) behandling af Forslag til folketingsbeslutning om fortsat ret til ophold for ægtefæller til og børn af udenlandske arbejdstagere, der opnår dansk indfødsret;Folketinget;;;32;2020;AX025816;20201FB00741;Retsinformation;;Fremgår af forskriften;20210219;20210220;20210220;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201FB00741
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om akkreditering af videregående uddannelsesinstitutioner (Forlængelse af institutionsakkreditering som følge af covid-19);Folketinget;;;27;2020;AX025125;202014L00210;Retsinformation;;Fremgår af forskriften;20201110;20201113;20201113;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202014L00210
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om akkreditering af videregående uddannelsesinstitutioner (Forlængelse af institutionsakkreditering som følge af covid-19);Folketinget;;Uddannelses- og Forskningsmin., j.nr. 2020-1946;27;2020;AX025182;202013L00027;Retsinformation;;Fremgår af forskriften;20201124;20201125;20201125;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202013L00027
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (7. oktober 2020) - L 27;Uddannelses- og Forskningsministeriet;;Uddannelses- og Forskningsmin., j.nr. 2020-1946;L 27;2020;CE001001;20201XX00060;Retsinformation;;Fremgår af forskriften;20201007;20201008;20201008;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX00060
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om akkreditering af videregående uddannelsesinstitutioner (Forlængelse af institutionsakkreditering som følge af covid-19);Uddannelses- og Forskningsministeriet;;Uddannelses- og Forskningsmin., j.nr. 2020-1946;27;2020;CE001000;202012L00027;Retsinformation;;Fremgår af forskriften;20201007;20201008;20201008;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00027
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om almene boliger m.v., lov om midlertidig regulering af boligforholdene og lov om friplejeboliger (Landsbyggefondens rammer 2021-2026, sammenlægning af boliger, grundkapital for almene boliger og kapitalindskud for friplejeboliger m.v.);Transport- og Boligministeriet;;Transport- og Boligmin., j.nr. 2020-5315;10;2020;CZ000329;202012L00010;Retsinformation;;Fremgår af forskriften;20201007;20201008;20201008;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00010
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (7. oktober 2020) - L 5;Transport- og Boligministeriet;;Transport- og Boligmin., j.nr. 2019-6574;L 5;2020;CZ000321;20201XX00040;Retsinformation;;Fremgår af forskriften;20201007;20201008;20201008;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX00040
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af skattekontrolloven og forskellige andre love (Gennemførelse af direktiv om at imødekomme det akutte behov for at udsætte visse frister for indgivelse og udveksling af oplysninger på beskatningsområdet på grund af covid-19-pandemien og ændring af ikrafttrædelse af ændring af håndtering af A-skat m.v. i forbindelse med udbetaling fra feriegarantiordninger m.v.);Folketinget;;;4;2020;AX025023;202014L00130;Retsinformation;;Fremgår af forskriften;20201019;20201020;20201020;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202014L00130
A;Lovforslag som vedtaget;Forslag til Lov om ændring af skattekontrolloven og forskellige andre love (Gennemførelse af direktiv om at imødekomme det akutte behov for at udsætte visse frister for indgivelse og udveksling af oplysninger på beskatningsområdet på grund af covid-19-pandemien og ændring af ikrafttrædelse af ændring af håndtering af A-skat m.v. i forbindelse med udbetaling fra feriegarantiordninger m.v.);Folketinget;;Skattemin., j.nr. 2020-5074;4;2020;AX025043;202013L00004;Retsinformation;;Fremgår af forskriften;20201022;20201023;20201023;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202013L00004
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (6. oktober 2020) - L 4;Skatteministeriet;;Skattemin., j.nr. 2020-5074;L 4;2020;AN014568;20201XX00002;Retsinformation;;Fremgår af forskriften;20201006;20201007;20201007;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX00002
A;Lovforslag som fremsat;Forslag til Lov om ændring af skattekontrolloven og forskellige andre love (Gennemførelse af direktiv om at imødekomme det akutte behov for at udsætte visse frister for indgivelse og udveksling af oplysninger på beskatningsområdet på grund af covid-19-pandemien og ændring af ikrafttrædelse af ændring af håndtering af A-skat m.v. i forbindelse med udbetaling fra feriegarantiordninger m.v.);Skatteministeriet;;Skattemin., j.nr. 2020-5074;4;2020;AN014578;202012L00004;Retsinformation;;Fremgår af forskriften;20201006;20201007;20201007;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00004
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2021, lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2022 og lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2023 (Konsekvenser af ny 2025-ramme og regeringens forslag til finanslov for 2021);Finansministeriet;;Finansmin., j.nr. 2019/5439;3;2020;AE002810;202012L00003;Retsinformation;;Fremgår af forskriften;20201006;20201007;20201007;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00003
A;Lovforslag som fremsat;Forslag til Lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2024;Finansministeriet;;Finansmin., j.nr. 2020-4236;2;2020;AE002808;202012L00002;Retsinformation;;Fremgår af forskriften;20201006;20201007;20201007;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00002
A;Tillægsbetænkning over lovforslag;Tillægsbetænkning over Forslag til finanslov for finansåret 2021;Folketinget;;;1;2020;AX025548;202015L00517;Retsinformation;;Fremgår af forskriften;20201217;20201219;20201219;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202015L00517
