Rank;DokumentType;Titel;Ressort;AdministrerendeMyndighed;JournalNummer;Nummer;År;DokumentId;ACCN;Publiceringsmedie;UndtagetFraOffentliggørelse;GeografiskDækning;UnderskriftDato;PubliceretTidspunkt;SidstPubliceretTidspunkt;BekendtgørelsesDato;HistoriskDato;Historisk;RedaktionelNote;OmtryksNote;AlternativeMedierNote;AnfoerINote;HjemmelVedroerer;SenereAendringer;ÆndrerI;Tiltræder;EliUrl
A;Ændringslov;Lov om ændring af lov om forskellige forbrugsafgifter, momsloven og forskellige andre love og om ophævelse af lov om ændring af lov om forskellige forbrugsafgifter og opkrævningsloven (Indførelse af afgift på nikotinprodukter, sammenlægning af afgiftssatserne for røgfri tobak, justering af betingelser for fjernsalgsregistrering for visse punktafgifter, ændring af momsloven som reaktion på covid-19-pandemien m.v.);Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr. 2020-9326;2616;2021;AN015347;A20210261630;Lovtidende A;;Fremgår af forskriften;20211228;20211229;20211229;20211229;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/2616
A;Ændringslov;Lov om ændring af ligningsloven og selskabsskatteloven   (Beskatningstidspunktet for visse beløb modtaget i henhold til en covid-19-hjælpepakke og for visse erstatninger og kompensationer modtaget som følge af lov om aflivning af og midlertidigt forbud mod hold af mink og særregel om beskatning af andelsforeninger med minkavlere m.v. som medlemmer);Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr. 2021-2191;2611;2021;AN015342;A20210261130;Lovtidende A;;Fremgår af forskriften;20211228;20211229;20211229;20211229;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/2611
A;Ændringslov;Lov om ændring af lov om social pension, lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v. og lov om arbejdsløshedsforsikring m.v. (Forlængelse af midlertidig ordning om ret til at få fratrukket merindtægt som følge af arbejde relateret til covid-19 ved indtægtsregulering af folke-, senior- og førtidspension m.v. og fritagelse for fradrag i efterløn for merindtægt fra arbejde relateret til covid-19);Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/15403;2587;2021;BE009198;A20210258730;Lovtidende A;;Fremgår af forskriften;20211228;20211229;20211229;20211229;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/2587
A;Ændringslov;Lov om ændring af lov om adgang til iværksættelse af midlertidig arbejdsfordeling som led i håndteringen af covid-19 og lov om arbejdsløshedsforsikring m.v. (Forlængelse af den midlertidige arbejdsfordelingsordning m.v.);Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/15464;2529;2021;BE009197;A20210252930;Lovtidende A;;Fremgår af forskriften;20211221;20211221;20211221;20211221;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/2529
A;Ændringslov;Lov om ændring af lov om finansiel virksomhed (Straf for overtrædelse af STS-forordningens artikel 26 b-26 e og ophævelse af positionslofter for råvarederivater);Erhvervsministeriet;;Erhvervsmin., \nFinanstilsynet, j.nr. 21-003801;2383;2021;CQ001994;A20210238330;Lovtidende A;;Fremgår af forskriften;20211214;20211215;20220401;20211215;;FALSE;;;;;;LBK nr 2497 af 15/12/2021;;;https://www.retsinformation.dk/eli/lta/2021/2383
A;Ændringslov;Lov om ændring af lov om sygedagpenge og barselsloven (Udvidet ret for arbejdsgiver til refusion og for selvstændige til sygedagpenge som følge af covid-19 samt ny midlertidig periode med ret til dagpenge ved pasning af børn som følge af covid-19);Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/14882;2380;2021;BE009166;A20210238030;Lovtidende A;;Fremgår af forskriften;20211214;20211215;20211215;20211215;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/2380
A;Lov;Lov om arbejdsgiveres adgang til at pålægge lønmodtagere forevisning af coronapas, test for covid-19 m.v.;Beskæftigelsesministeriet;;Beskæftigelsesmin., j.nr. 2021-10331;2098;2021;BE009122;A20210209830;Lovtidende A;;Fremgår af forskriften;20211125;20211126;20211126;20211126;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/2098
A;Lov;Lov om Slots- og Kulturstyrelsens kontrol og tilsyn med covid-19-kompensationsordninger m.v. på Kulturministeriets område;Kulturministeriet;Kulturministeriet;Kulturmin., j.nr. 2021-88;2054;2021;AK001903;A20210205430;Lovtidende A;;Fremgår af forskriften;20211116;20211117;20211117;20211117;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/2054
A;Ændringslov;Lov om ændring af lov om folkeskolen (Frihedsgrader til håndtering af faglige udfordringer som følge af covid-19 hos elever i folkeskolen i skoleåret 2021/22);Børne- og Undervisningsministeriet;;Børne- og Undervisningsmin., j.nr. 21/12227;2047;2021;DA000672;A20210204730;Lovtidende A;;Fremgår af forskriften;20211114;20211115;20211115;20211115;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/2047
A;Ændringslov;Lov om ændring af lov om rentefrie lån svarende til angivet moms og lønsumsafgift og fremrykket udbetaling af skattekreditter m.v. i forbindelse med covid-19 og lov om midlertidig udskydelse af angivelses- og betalingsfrister m.v. på skatteområdet i forbindelse med covid-19 (Udskydelse af tilbagebetalingsfrister for låneordninger for moms, midlertidig forlængelse af maksimal varighed for betalingsordninger for skattekontoen og nedsættelse af beløbsgrænse for kreditsaldo på skattekontoen som følge af covid-19);Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr. 2021-5855;1956;2021;AN015184;A20210195630;Lovtidende A;;Fremgår af forskriften;20211019;20211020;20211020;20211020;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/1956
A;Ændringslov;Lov om ændring af lov om forebyggelse af smitte med covid-19, når arbejdsgivere stiller bolig til rådighed for ansatte, og lov om pligt til at sikre covid-19-test af tilrejsende arbejdskraft efter indrejse i Danmark (Udskydelse af solnedgangsklausuler);Beskæftigelsesministeriet;;Beskæftigelsesmin., j.nr. 2020-5982;1440;2021;BE008975;A20210144030;Lovtidende A;;Fremgår af forskriften;20210629;20210630;20210630;20210630;;FALSE;;;;;;LOV nr 157 af 02/02/2021;;;https://www.retsinformation.dk/eli/lta/2021/1440
A;Ændringslov;Lov om ændring af lov om arbejdsgiveres adgang til at pålægge lønmodtagere at blive testet for covid-19 m.v. og lov om udstationering af lønmodtagere m.v. (Udskydelse af solnedgangsklausul);Beskæftigelsesministeriet;;Beskæftigelsesmin., j.nr. 2020-5982;1439;2021;BE008974;A20210143930;Lovtidende A;;Fremgår af forskriften;20210629;20210630;20210630;20210630;;FALSE;;;;;;LOV nr 1641 af 19/11/2020;;;https://www.retsinformation.dk/eli/lta/2021/1439
A;Ændringslov;Lov om ændring af lov om arbejdsløshedsforsikring m.v., lov om sygedagpenge og barselsloven (Dagpengeret til selvstændige erhvervsdrivende uden forudgående medlemskab af en arbejdsløshedskasse, midlertidigt ophør af selvstændig virksomhed, forlængelse af den midlertidige periode med ret til sygedagpenge for lønmodtagere, der er i øget risiko ved smitte med covid-19, og for lønmodtagere, der er pårørende til personer, der er i øget risiko ved smitte med covid-19, og indførelse af periode, der kan ses bort fra ved vurdering af beskæftigelseskravet for ret til syge- og barselsdagpenge for selvstændige);Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/06906;1438;2021;BE008973;A20210143830;Lovtidende A;;Fremgår af forskriften;20210629;20210630;20210630;20210630;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/1438
A;Ændringslov;Lov om ændring af lov om energiafgift af mineralolieprodukter m.v., spiritusafgiftsloven, momsloven og forskellige andre love (Implementering af det omarbejdede cirkulationsdirektiv, direktivet om militær mobilitet og ændringer i alkoholstrukturdirektivet, justering af reglerne om adgang til virksomheders bevillings- og registreringsforhold, præcisering af bagatelgrænsereglen i en række afgiftslove, justering af momsreglerne for udlejningsvirksomheder og køreskolers salg af motorkøretøjer og tilpasning til EU-regler af tidspunktet for momsfradragsrettens indtræden m.v.);Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr. 2020-2625;1240;2021;AN015001;A20210124030;Lovtidende A;;Fremgår af forskriften;20210611;20210612;20210701;20210612;;FALSE;;;;;;LOV nr 2616 af 28/12/2021;;;https://www.retsinformation.dk/eli/lta/2021/1240
A;Ændringslov;Lov om ændring af lov om restrukturering og afvikling af visse finansielle virksomheder og ligningsloven (Oprettelse af gældsrådsgivningsenhed i Finansiel Stabilitet som følge af aftale om erstatning m.v. til minkavlerne og følgeerhverv berørt af covid-19);Erhvervsministeriet;;Erhvervsmin.,\nFinanstilsynet, j.nr. 1911-0056;1164;2021;CQ001793;A20210116430;Lovtidende A;;Fremgår af forskriften;20210608;20210609;20210609;20210609;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/1164
A;Ændringslov;Lov om ændring af lov om aktiv socialpolitik (Yderligere forlængelse af 12-månedersperioden i 225-timersreglen som følge af covid-19);Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/03575;878;2021;BE008906;A20210087830;Lovtidende A;;Fremgår af forskriften;20210512;20210513;20210513;20210513;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/878
A;Ændringslov;Lov om ændring af lov om rentefrie lån svarende til indberettet A-skat og arbejdsmarkedsbidrag i forbindelse med covid-19, lov om rentefrie lån svarende til angivet moms og lønsumsafgift og fremrykket udbetaling af skattekreditter m.v. i forbindelse med covid-19 og lov om midlertidig udskydelse af angivelses- og betalingsfrister m.v. på skatteområdet i forbindelse med covid-19 (Udvidelse af A-skattelåneordningen og momslåneordningen og udskydelse af betalingsfrister for A-skat og arbejdsmarkedsbidrag som følge af covid-19 m.v.);Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr. 2021-1635;779;2021;AN014906;A20210077930;Lovtidende A;;Fremgår af forskriften;20210504;20210504;20210504;20210504;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/779
A;Ændringslov;Lov om ændring af lov om social pension og lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v. (Ret til at få fratrukket merindtægt som følge af arbejde relateret til covid-19 ved indtægtsregulering af folke-, senior- og førtidspension m.v.);Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/02477;707;2021;BE008882;A20210070730;Lovtidende A;;Fremgår af forskriften;20210426;20210427;20210427;20210427;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/707
A;Ændringslov;Lov om ændring af ligningsloven og lov om spil (Lempelse af boligjobordningen i 2021, skattefritagelse af visse arbejdsgiverbetalte gavekort til oplevelsesøkonomi i 2021, af arbejdsgiverbetalte covid-19-test m.v. og af tilbagebetalt covid-19-støtte og nedsættelse af procentsatsen for det særlige bidrag til hestevæddeløbssporten);Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr. 2020-9652 ;533;2021;AN014874;A20210053330;Lovtidende A;;Fremgår af forskriften;20210327;20210328;20210416;20210328;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/533
A;Ændringslov;Lov om ændring af konkursloven, lov om Lønmodtagernes Garantifond og lov om lønmodtageres retsstilling ved virksomhedsoverdragelse (Værneting ved gældssanering og ændringer i rekonstruktionsreglerne som følge af covid-19);Justitsministeriet;;Justitsmin., j.nr. 2020-10-0564;530;2021;AA012389;A20210053030;Lovtidende A;;Fremgår af forskriften;20210327;20210328;20210504;20210328;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/530
A;Ændringslov;Lov om ændring af lov om leje, lov om leje af almene boliger og erhvervslejeloven (Yderligere foranstaltninger for at forebygge og inddæmme smitte med covid-19 m.v.);Indenrigs- og Boligministeriet;;Indenrigs- og Boligmin., j.nr. 2021-633;529;2021;DE000048;A20210052930;Lovtidende A;;Fremgår af forskriften;20210327;20210328;20210328;20210328;;FALSE;;;;;;LOV nr 341 af 22/03/2022;;;https://www.retsinformation.dk/eli/lta/2021/529
A;Ændringslov;Lov om ændring af lov om sygedagpenge og barselsloven (Forlængelse af den midlertidige periode med ret til sygedagpenge for lønmodtagere, der er i øget risiko ved smitte med covid-19, og for lønmodtagere, der er pårørende til personer, der er i øget risiko ved smitte med covid-19, forlængelse af den midlertidige periode med udvidet ret for arbejdsgiver til refusion og for selvstændige til sygedagpenge som følge af covid-19, forlængelse af den midlertidige periode med ret til dagpenge ved pasning af børn som følge af covid-19 og indførelse af periode, der kan ses bort fra ved vurderingen af, om beskæftigelseskravet for selvstændige er opfyldt);Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsemin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 20/20695;527;2021;BE008858;A20210052730;Lovtidende A;;Fremgår af forskriften;20210327;20210328;20210328;20210328;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/527
A;Ændringslov;Lov om ændring af lov om arbejdsløshedsforsikring m.v., lov om sygedagpenge, lov om aktiv socialpolitik og lov om en aktiv beskæftigelsesindsats (Forlængelse af suspension af dagpengeforbrug, 4-månedersperioden ved opgørelse af karens og forbrug af supplerende dagpenge, forlængelse af retten til sygedagpenge og forlængelse af 12-månedersperioden i 225-timersreglen som følge af covid-19 m.v.);Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/01433;467;2021;BE008841;A20210046730;Lovtidende A;;Fremgår af forskriften;20210320;20210321;20210321;20210321;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/467
A;Ændringslov;Lov om ændring af lov om ændring af straffeloven, retsplejeloven og udlændingeloven (Ophævelse af revisionsbestemmelse);Justitsministeriet;;Justitsmin., j.nr. 2020-0090-2378;431;2021;AA012340;A20210043130;Lovtidende A;;Fremgår af forskriften;20210316;20210317;20210317;20210317;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/431
A;Ændringslov;Lov om ændring af SU-loven (Forhøjelse af fribeløb og forlængelse af bestemmelser om udvidede SU-lånemuligheder som følge af covid-19);Uddannelses- og Forskningsministeriet;;Uddannelses- og Forskningsmin., j.nr. 2021-252;293;2021;CE001061;A20210029330;Lovtidende A;;Fremgår af forskriften;20210227;20210228;20210228;20210228;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/293
A;Ændringslov;Lov om ændring af lov om ændring af straffeloven, retsplejeloven og udlændingeloven (Udskydelse af solnedgangsklausul);Justitsministeriet;;Justitsmin., j.nr. 2020-731-0071;289;2021;AA012324;A20210028930;Lovtidende A;;Fremgår af forskriften;20210227;20210228;20210228;20210228;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/289
A;Ændringslov;Lov om ændring af lov om kommuners og regioners indkøb i forbindelse med håndtering af covid-19 (Forlængelse af lovens gyldighedsperiode);Indenrigs- og Boligministeriet;;Indenrigs- og Boligmin., j.nr. 2020-3244;287;2021;DE000017;A20210028730;Lovtidende A;;Fremgår af forskriften;20210227;20210228;20210228;20210228;;FALSE;;;;;;LOV nr 325 af 31/03/2020;;;https://www.retsinformation.dk/eli/lta/2021/287
A;Lov;Lov om epidemier m.v. (epidemiloven);Sundhedsministeriet;;Sundhedsmin., j.nr. 2007933;285;2021;DI000045;A20210028530;Lovtidende A;;Fremgår af forskriften;20210227;20210228;20210228;20210228;;FALSE;;;;;;LOV nr 1441 af 29/06/2021;;;https://www.retsinformation.dk/eli/lta/2021/285
A;Ændringslov;Lov om ændring af lov om midlertidig udskydelse af angivelses- og betalingsfrister m.v. på skatteområdet i forbindelse med covid-19, lov om rentefrie lån svarende til indberettet A-skat og arbejdsmarkedsbidrag i forbindelse med covid-19 og lov om rentefrie lån svarende til angivet moms og lønsumsafgift og fremrykket udbetaling af skattekreditter m.v. i forbindelse med covid-19 (Udskydelse af betalingsfrister for A-skat og arbejdsmarkedsbidrag, udvidelse af A-skattelåneordningen og udvidelse af momslåneordningen som følge af covid-19 m.v.);Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr. 2021-955;248;2021;AN014826;A20210024830;Lovtidende A;;Fremgår af forskriften;20210223;20210223;20210625;20210223;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/248
A;Lov;Lov om forebyggelse af smitte med covid-19, når arbejdsgivere stiller bolig til rådighed for ansatte;Indenrigs- og Boligministeriet;;Indenrigs- og Boligmin., j.nr. 2020-8389;159;2021;DE000008;A20210015930;Lovtidende A;;Fremgår af forskriften;20210202;20210202;20210202;20210202;;FALSE;;;;;;LOV nr 1440 af 29/06/2021;;;https://www.retsinformation.dk/eli/lta/2021/159
A;Lov;Lov om varsling af ferie m.v. som følge af den genindførte lønkompensationsordning i forbindelse med håndteringen af covid-19;Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/01061;158;2021;BE008776;A20210015830;Lovtidende A;;Fremgår af forskriften;20210202;20210202;20210202;20210202;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/158
A;Lov;Lov om rentefrie lån svarende til indberettet A-skat og arbejdsmarkedsbidrag i forbindelse med covid-19;Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr. 2020-10952;122;2021;AN014799;A20210012230;Lovtidende A;;Fremgår af forskriften;20210130;20210131;20210223;20210131;;FALSE;;;;;;LOV nr 248 af 23/02/2021,LOV nr 779 af 04/05/2021;;;https://www.retsinformation.dk/eli/lta/2021/122
A;Lovforslag som fremsat;Forslag til Lov om ændring af udlændingeloven, straffeloven, lov om aktiv socialpolitik, repatrieringsloven og forskellige andre love (Initiativer til beskyttelse af børn imod vold og negativ social kontrol, indførelse af regler om fleksibel udbetaling af hjælp til repatriering og hjemrejsestøtte m.v.);Udlændinge- og Integrationsministeriet;;Udlændinge- og Integrationsmin., j.nr. 2021-13046 ;113;2021;CS001205;202112L00113;Retsinformation;;Fremgår af forskriften;20220127;20220128;20220128;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00113
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (27. januar 2022) - L 108;Finansministeriet;;;L 108;2021;AE002959;20211XX00455;Retsinformation;;Fremgår af forskriften;20220127;20220128;20220128;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00455
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om adgang til iværksættelse af midlertidig arbejdsfordeling som led i håndteringen af covid-19 og lov om arbejdsløshedsforsikring m.v. (Forlængelse af den midlertidige arbejdsfordelingsordning m.v.);Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/15464;102;2021;BE009178;202112L00102;Retsinformation;;Fremgår af forskriften;20211214;20211215;20211215;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00102
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om adgang til iværksættelse af midlertidig arbejdsfordeling som led i håndteringen af covid-19 og lov om arbejdsløshedsforsikring m.v. (Forlængelse af den midlertidige arbejdsfordelingsordning m.v.);Folketinget;;;102;2021;AX027189;202114L00408;Retsinformation;;Fremgår af forskriften;20211220;20211221;20211221;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202114L00408
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om adgang til iværksættelse af midlertidig arbejdsfordeling som led i håndteringen af covid-19 og lov om arbejdsløshedsforsikring m.v. (Forlængelse af den midlertidige arbejdsfordelingsordning m.v.);Folketinget;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/15464;102;2021;AX027213;202113L00102;Retsinformation;;Fremgår af forskriften;20211221;20211222;20211222;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202113L00102
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (14. december 2021) - L 102;Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/15464;L 102;2021;BE009177;20211XX00360;Retsinformation;;Fremgår af forskriften;20211214;20211215;20211215;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00360
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (14. december 2021) - L 101;Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/15403;L 101;2021;BE009174;20211XX00358;Retsinformation;;Fremgår af forskriften;20211214;20211215;20211215;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00358
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om social pension, lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v. og lov om arbejdsløshedsforsikring m.v. (Forlængelse af midlertidig ordning om ret til at få fratrukket merindtægt som følge af arbejde relateret til covid-19 ved indtægtsregulering af folke-, senior- og førtidspension m.v. og fritagelse for fradrag i efterløn for merindtægt fra arbejde relateret til covid-19);Folketinget;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/15403;101;2021;AX027212;202113L00101;Retsinformation;;Fremgår af forskriften;20211221;20211222;20211222;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202113L00101
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om social pension og lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v. (Forlængelse af midlertidig ordning om ret til at få fratrukket merindtægt som følge af arbejde relateret til covid-19 ved indtægtsregulering af folke-, senior- og førtidspension m.v.);Folketinget;;;101;2021;AX027203;202114L00414;Retsinformation;;Fremgår af forskriften;20211220;20211221;20211221;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202114L00414
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om social pension og lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v. (Forlængelse af midlertidig ordning om ret til at få fratrukket merindtægt som følge af arbejde relateret til covid-19 ved indtægtsregulering af folke-, senior- og førtidspension m.v.);Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/15403;101;2021;BE009176;202112L00101;Retsinformation;;Fremgår af forskriften;20211214;20211215;20211215;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00101
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (2. december 2021) - L 98;Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/14882;L 98;2021;BE009135;20211XX00298;Retsinformation;;Fremgår af forskriften;20211202;20211203;20211203;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00298
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om sygedagpenge og barselsloven (Udvidet ret for arbejdsgiver til refusion og for selvstændige til sygedagpenge som følge af covid-19 samt ny midlertidig periode med ret til dagpenge ved pasning af børn som følge af covid-19);Folketinget;;;98;2021;AX027054;202114L00312;Retsinformation;;Fremgår af forskriften;20211208;20211209;20211209;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202114L00312
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om sygedagpenge og barselsloven (Udvidet ret for arbejdsgiver til refusion og for selvstændige til sygedagpenge som følge af covid-19 samt ny midlertidig periode med ret til dagpenge ved pasning af børn som følge af covid-19);Folketinget;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/14882;98;2021;AX027056;202113L00098;Retsinformation;;Fremgår af forskriften;20211209;20211210;20211210;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202113L00098
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om sygedagpenge og barselsloven (Udvidet ret for arbejdsgiver til refusion og for selvstændige til sygedagpenge som følge af covid-19 samt ny midlertidig periode med ret til dagpenge ved pasning af børn som følge af covid-19);Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/14882;98;2021;BE009134;202112L00098;Retsinformation;;Fremgår af forskriften;20211202;20211203;20211203;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00098
A;Lovforslag som vedtaget;Forslag til Lov om arbejdsgiveres adgang til at pålægge lønmodtagere forevisning af coronapas, test for covid-19 m.v.;Folketinget;;Beskæftigelsesmin., j.nr. 2021-10331;94;2021;AX026953;202113L00094;Retsinformation;;Fremgår af forskriften;20211125;20211126;20211126;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202113L00094
A;Lovforslag som fremsat;Forslag til Lov om arbejdsgiveres adgang til at pålægge lønmodtagere forevisning af coronapas, test for covid-19 m.v.;Beskæftigelsesministeriet;;Beskæftigelsesmin., j.nr. 2021-10331;94;2021;BE009108;202112L00094;Retsinformation;;Fremgår af forskriften;20211118;20211119;20211119;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202112L00094
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om arbejdsgiveres adgang til at pålægge lønmodtagere forevisning af coronapas, test for covid-19 m.v.;Folketinget;;;94;2021;AX026948;202114L00246;Retsinformation;;Fremgår af forskriften;20211124;20211125;20211125;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202114L00246
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (18. november 2021) - L 94;Beskæftigelsesministeriet;;Beskæftigelsesmin., j.nr. 2021-10331;L 94;2021;BE009109;20211XX00230;Retsinformation;;Fremgår af forskriften;20211118;20211119;20211119;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20211XX00230
A;Ændringsforslag til 2. behandling (L);Ændringsforslag til 2. behandling af Forslag til lov om arbejdsgiveres adgang til at pålægge lønmodtagere forevisning af coronapas, test for covid-19 m.v.;Folketinget;;;94;2021;AX026954;202117L00250;Retsinformation;;Fremgår af forskriften;20211124;20211125;20211125;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202117L00250
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om forskellige forbrugsafgifter, momsloven og forskellige andre love og om ophævelse af lov om ændring af lov om forskellige forbrugsafgifter og opkrævningsloven (Indførelse af afgift på nikotinprodukter, sammenlægning af afgiftssatserne for røgfri tobak, justering af betingelser for fjernsalgsregistrering for visse punktafgifter, ændring af momsloven som reaktion på covid-19-pandemien m.v.);Folketinget;;Skattemin., j.nr. 2020-9326;89 B;2021;AX027197;202113LB0089;Retsinformation;;Fremgår af forskriften;20211221;20211222;20211222;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202113LB0089
